,rating,title,timestamp,preprocessed_review,sentiment,label
445804,5,Si la recomiendo,2022-06-04 05:30:59.075,si la recomiendo fácil de usar se siente refrescante se absorbe rápido deja la piel grasosa creo que si es buena inversión,1.0,1
663513,4,replacement for the pair that were worn out,2012-12-18 21:16:06.000,replacement pair wear buy product year ago unfortunately wear long fine tip not trial error time purchase exact kind glad service,0.5,1
533431,5,Great lashes and great price,2020-06-22 18:42:37.826,great lash great price videoidcbcaabeeedffeacbae order f style great lash especially price buy   box know lash good condition definitely order,1.0,1
36081,5,Five Stars,2016-01-14 19:30:23.000,star beautifully great natural aroma,1.0,1
276742,5,Great,2020-02-16 23:24:55.808,great exactly expect love,1.0,1
430915,3,These get ratty looking fast. Snarled mess when washed.,2021-10-10 23:17:08.135,ratty look fast snarl mess wash softness texture awful wash,0.0,0
586524,5,The bests,2020-08-16 00:32:56.084,best exactly look get job expect complaint,1.0,1
500998,1,Another misleading advertisement,2014-03-16 18:15:07.000,misleading advertisement read small lettersthis tooth paste tooth   shade whiter dental cleaning twice daily use benefit come dental cleaning whiten toothpaste minimally effective waste money,-1.0,0
353333,1,HALLOWEEN WIG,2021-08-24 17:34:05.511,halloween wig wig not get star,-1.0,0
687725,2,Jouviance Foundation,2018-12-29 16:05:40.658,jouviance foundation product bit dry thick usual problem reviewer not pump thickness,-0.5,0
152351,5,Just gorgeous!,2016-10-22 02:53:38.000,gorgeous love absolutely beautiful comfortable wear,1.0,1
497372,5,"I have been looking for a good, strong over the counter retinol product",2015-01-29 16:26:04.000,look good strong counter retinol product start product   look good strong counter retinol product   trick,1.0,1
327190,4,I need it to get hotter.,2021-03-24 03:49:29.670,need hot daughter like hot love need ⁰f thick healthy hair wave probably work well thin fine hair,0.5,1
158345,5,Love this brush!,2017-09-01 15:35:22.138,love brush great product want brush soft body adequate brushing beard look feel soft brush job wonderfully,1.0,1
76087,4,Super heavy duty.,2020-08-23 16:41:39.080,super heavy duty super heavy duty razor   heavy long handle   solid razor,0.5,1
176625,2,"Nice enough, but..",2020-09-20 00:26:19.498,nice bottle arrive defect literal hole neck cap screw make bottle useless messy rest bottle fine,-0.5,0
434303,5,💯 recommended... give it a try,2021-05-21 21:36:22.407,  recommend try love love product sister give try ve buy armpit dry day wear deodorant smell bad love,1.0,1
77755,4,"Burn eyes, but remove makeup well",2018-05-15 15:01:00.403,burn eye remove makeup good value price wipe bit dry good job remove makeup m picky come makeup remover wipe not like burn eye unfortunately burn real bummer ill continue use far breakout good overall decent job,0.5,1
661242,5,Boy Brow Dupe,2020-06-17 14:01:58.907,boy brow dupe ve tell good boy brow dupe true super light eyebrow realize difference maker eyebrow gel perfect cherry make eyebrow look natural,1.0,1
563795,2,I opened the first 2 and they are like water. Not at all like the bed head ...,2017-12-17 23:38:39.347,open   like water like bed head   ship fast open   like water like bed head past,-0.5,0
302601,5,Just like Sally's Beauty quality,2018-10-21 18:13:40.439,like sally beauty quality usually buy brush sally beauty like buy expect brush probably   year like quality brush easy use hair tangle blowdrye   brush good quality smell arrivesi buy company,1.0,1
546688,5,Amazing,2019-07-14 19:37:19.197,amazing absolutely worth work healthcare constant hand sanitizer hand washing gel withhold perfectly m amazed,1.0,1
394569,5,Love it won't go back,2020-09-06 20:17:33.008,love will not blend nicely save time not switch brush good wet dry application will not use love egg case,1.0,1
66625,1,Rewrite,2022-05-01 10:03:44.605,rewrite awful gift daughter dry,-1.0,0
507050,1,Missing parts,2020-04-02 00:40:17.015,miss part product come miss item toothbrush,-1.0,0
542953,1,Wrong color - preventing return,2021-10-02 16:48:07.059,wrong color   prevent return order bronze brunette receive champagne blonde unusable try return send right refund beware,-1.0,0
276432,5,Great value and variety of colors,2020-04-29 13:01:57.431,great value variety color great stay cute design,1.0,1
233334,1,Don’t buy,2018-12-07 02:41:37.769,not buy terrible bristle break soon,-1.0,0
680610,5,Worth it,2019-01-12 09:00:09.667,worth get order baby shower favor love cute smell good,1.0,1
113108,5,Love the style I was going into.,2020-05-17 00:06:49.061,love style go love ring set bindable,1.0,1
498750,5,🤩 Yes Honey,2018-02-13 01:18:33.409,  yes honey purchase naturalbr br hesitant switch mink eyelashe brand not stomach pay   eyelash anymore lol good not want backtrack review worth gamble order good decision soooo soft band extremely flexible soft feel natural look samebr br highly recommend,1.0,1
61794,5,Five Stars,2016-09-14 15:44:14.000,star nice travel pack   able fit lot far work great,1.0,1
441085,1,hair clip,2020-07-14 01:38:26.540,hair clip hard use,-1.0,0
58813,5,Love this easy to use Nail stencil,2016-07-30 22:03:06.000,love easy use nail stencil love easy use nail stencilbr br ularmo fashion reusable star nail art template sticker stencilbr br love get nail not love price cost professionally look way nail home look beautiful unique professional come ularmo fashion reusable star nail art template sticker stencil know try come package   stencil   set   different stencil easy use peel place nail apply polish choice let polish dry remove stencil stencil remove easily not bother polish love stencil perfect lady love nail budget stencil budget friendlybr br prosbr high qualitybr easy usebr reusablebr salon quality nail homebr nice selection stencilsbr inexpensive perfect budgetbr br consbr nonebr br overall m satisfied ularmo fashion reusable star nail art template sticker stencil   exceed expectation   think buy hesitate long recommend ularmo fashion reusable star nail art template sticker stencilbr br   disclaimer order ularmo fashion reusable star nail art template sticker stencil   amp enjoy able share opinion experience product help consumer make informed purchasing decision disclose accordance federal trade commission   cfr   guide concern use endorsement testimonial advertising,1.0,1
123504,5,Would buy again iove it,2019-11-18 15:43:55.624,buy iove sosodo happy,1.0,1
67563,5,2016 F150 Sync 3. Easy installation. Works great!!,2019-08-15 01:39:38.728,  f sync   easy installation work great   f sync   sync upgrade   update usb plug new usb interface work great apple car play start work right away easy installation recommend get right old usb box unclippe left easy tool left,1.0,1
622893,2,Nope,2015-03-24 07:07:36.000,nope nope wrong size,-0.5,0
581661,2,Not worth it.,2020-03-09 05:13:22.772,worth fond scent size product tiny   good bang buck,-0.5,0
399604,3,Ok,2021-05-15 15:45:14.547,ok not good,0.0,0
507429,5,Very Soft,2020-12-01 19:32:48.189,soft soft setisfie e quality,1.0,1
367500,4,Decent,2019-07-09 21:52:53.254,decent work granddaughter hair ok guess good work,0.5,1
441418,5,Basic Stuff!,2014-01-30 23:41:05.000,basic stuff mash right cup wet rub stick form not good make nice lather smell nice strong aroma keep face nice hydrated shave ill,1.0,1
253718,5,Yes!,2019-09-19 23:06:43.541,yes well scent,1.0,1
204419,5,Great for travel,2020-05-12 04:36:48.837,great travel perfect hand lotion travel gym purse,1.0,1
153116,1,Barely scented at all.,2018-04-11 12:35:24.287,barely scented not recognizable jasmine odor   barely scented,-1.0,0
499497,4,Easy to use and softens your feet!,2021-08-04 22:13:45.745,easy use soften foot fun way pamper long day foot,0.5,1
584828,5,"Cheap, good quality headbands.",2022-10-23 07:54:04.010,cheap good quality headband buy hold curly hair face work great bend twist break not big small recommend artsy use way,1.0,1
344106,5,"Gorgeous colors, great formula",2018-06-01 01:20:00.310,gorgeous color great formula love polish problem gorgeous color recommend,1.0,1
537654,5,Five Stars,2018-02-16 16:21:06.008,star great product great buy great price smooth transaction,1.0,1
587464,5,LOVE THIS!!!!!!!!!!!!!!!!,2015-03-31 20:19:01.000,love absolutely love diaper bag son purse vial good quality buy accidentally drop single vial drop key chain time inside perfect condition go gift essential oil family,1.0,1
445160,1,Broken,2019-03-06 16:30:14.541,break break disappointed,-1.0,0
403228,1,Not much help with brassiness,2020-07-28 16:56:47.042,help brassiness long hair previously bleach   newly bleach root lemon yellow color   hope remove yellow newly bleach area affect minimal   look yellow little   try similar product similar result suspect deal hardtotone hair   end use semipermanent dye dark shade   product nice conditioning affect,-1.0,0
540346,2,"They'll get the job done, but feel cheap",2017-07-14 00:46:35.774,ll job feel cheap thought get great deal pay     set wrong worth   wooden handle nice brush head soft shape irregular   brush,-0.5,0
390432,5,Works as expected,2022-06-17 23:41:15.208,work expect way clean soak,1.0,1
262279,1,Broke Too Easily!,2018-06-06 20:23:59.718,break easily terrible break short stretch,-1.0,0
447545,1,These earrings look nothing like the picture that is posted,2017-04-30 06:48:59.000,earring look like picture post listen previous review earring look like picture post super disappointing,-1.0,0
390055,5,So Pretty,2020-07-21 22:42:55.753,pretty perfect fit,1.0,1
69331,1,Didn't work for me.,2016-06-13 19:58:42.000,not work sadly work wish,-1.0,0
349381,5,"Very easy to fill, handle, and use.",2022-12-31 19:21:43.408,easy fill handle use great price love,1.0,1
266495,4,Better than my Remington TCT 2,2006-07-13 20:45:08.000,well remington tct   norelco x month ve conclude norelco shave close remington tct   microscreen razor lot quieter   initially lot pass order super close shave   anymore   shave everyday s irritation whatsoever   negative thing norelco battery not long remington   charge leave plug overnight   buy not   remington tct   cheap   oppose   norelco   norelco take long time getting   norelco big remington lot light remington   buy new electric shaver today purchase remington tct   microscreen shaver,0.5,1
389319,2,Not a smooth pumper,2021-02-26 11:20:25.356,smooth pumper excited disappoint pump not smooth easy useeven lubricate not   smooth pumphusband not like,-0.5,0
389124,5,hard to find,2019-01-10 17:52:10.073,hard find wife love,1.0,1
349423,5,A gift to my wife,2022-05-18 23:57:09.973,gift wife wife start product face start firm feel good love order finish order,1.0,1
177517,1,Didn't work,2019-10-28 00:56:57.426,not work not work,-1.0,0
42130,4,Good item,2020-08-29 02:17:02.579,good item useful use cut hair,0.5,1
170641,5,Love this palette!,2020-07-21 13:35:21.175,love palette fun color require primer glitter travel apply solo great value price,1.0,1
567013,5,Five Stars,2018-05-15 18:10:30.282,star slippery sexy stuff,1.0,1
141083,1,Did not work,2019-01-15 14:16:18.605,work work buy mother age spot face twice day lighten not waste money,-1.0,0
560882,1,very displeased,2013-08-11 00:29:43.000,displeased finger moveable nailbed long good product learn nail,-1.0,0
118809,3,Cheap glue,2020-04-27 12:46:38.383,cheap glue heavy eye glue will not hold,0.0,0
546812,5,love it,2020-05-21 02:44:34.361,love super cute   coat decide leave way shimmer adorable,1.0,1
103965,5,"SUPER SOFT, NO GLASSES FOG, WASH BEFORE WEAR!",2021-05-14 19:47:20.815,super soft glass fog wash wear omgbr wear mask   year profession mask headband super soft caution wash wear think hey tag baby cotton onesie actually say remove baby wash   know mess m say wash wear let air dry oh glass not fog buy,1.0,1
151561,5,Great for teen with different abilities!,2022-06-20 23:31:08.368,great teen different ability unable shave son face   hate buzzer not comfortable regular razor   lot patience tolerate razor   m pleased product,1.0,1
458885,5,I highly recommend this soap to anyone with acne,2018-03-19 03:23:45.933,highly recommend soap acne waooojust realize soap antibacterial s clear acne buy mistake walmart start skin flawless highly recommend soap acne,1.0,1
590930,1,"No es la crema original,pues en la publicación se ve de color naranja y está que me llegó es blanca",2022-03-07 03:59:39.493,es la crema originalpue en la publicación se ve de color naranja y está que llegó es blanca es la crema original,-1.0,0
297572,5,Five Stars,2018-02-13 00:27:16.126,star like product year,1.0,1
250004,5,Love it,2019-04-25 05:55:25.892,love omg feel like human hair wife love,1.0,1
237870,5,Buy it!,2018-12-18 03:23:16.610,buy arrive time quality brush great price angle brush super dense soft contour brush perfect stiffness blend cream product streak small extreme contour great buffing blur harsh line loose hair fall steal brush range     sigma website,1.0,1
562440,5,Will Never Buy Another,2020-02-11 14:33:36.157,buy great long last color,1.0,1
41016,5,They never lift on the edges.,2018-12-29 03:21:21.008,lift edge nice,1.0,1
342167,5,Nice!,2017-03-13 00:30:25.000,nice love try come close rose musk body shoppe year ago close   light   clean bit rose bit powerful earthy   perfect want,1.0,1
121252,5,Great for sensitive eyes,2018-03-16 20:37:11.689,great sensitive eye love mascara work great sensitive eye try mascara work great sensitive eye not nice mascara make eyelash long not smudge love love love reorder,1.0,1
322377,5,Living up to its name; divine organic,2014-05-27 16:25:58.000,live divine organic far good product market reviewer claim feel incredible skin family pale sensitive swiss skin family love superfood skin amazing smell s argan oil smell good onebr apply wonderful moisturizer oil face décolleté hair   long curl hair help supple smooth look greasy   help treat stretch mark scar toobr safely use child oil combine organic rise hydrosol make lavish cream eye face   baby amazing designer blissful packaging creative   talente box fill natural wood grass safety open box   make feel like open heavenly gift look amazing organicbr   highly recommend product company divine alexandra elisabeth,1.0,1
158752,4,Feels real,2018-11-07 06:57:51.357,feel real pleased wig   feel like real hair color close natural hair   not tangle like synthetic hair   overall nice product,0.5,1
128079,4,Four Stars,2015-07-13 11:54:58.000,star great send good lather long,0.5,1
83890,4,"Good wig, very light weight!!!!",2021-04-26 20:23:38.999,good wig light weight light weight nice wig surprised nice feel hot warm nice,0.5,1
128746,5,Beat the prickly heat!,2017-07-29 17:47:04.400,beat prickly heat soft silky cool refreshing work summer heat savior light delicate scent man woman,1.0,1
450152,1,Overpriced product,2020-04-30 03:33:47.715,overprice product price ridiculous,-1.0,0
290940,1,Looks very fake,2022-06-30 04:55:48.815,look fake not look real,-1.0,0
375102,5,Awesome- but make sure you know what color you're buying!,2017-02-24 01:59:09.000,awesome sure know color buy love color warn reason photo swatch listing look color actual color lipstick look like check picture la splashs website directly greige lipstick s look beautiful similar jeffree star shade posh spice,1.0,1
514907,5,Smells AMAZING!,2021-02-10 05:53:35.354,smell amazing soap smell good not need lot lather last long time daughter bear s   month trust long time reaction skin nake sure test   love soap,1.0,1
467107,5,Good buy,2017-09-01 14:36:54.151,good buy work great eyelash extension,1.0,1
637435,5,Five Stars,2015-02-14 14:55:13.000,star work great,1.0,1
230876,1,GRADE F,2017-08-23 11:04:43.701,grade f hold charge month use matter fact inferior product run plug year shop amazon   star review terrible product grade f,-1.0,0
444734,5,Very good for beginner and expert!!,2020-08-05 03:01:37.760,good beginner expert average nail gal like diy nail look pretty try come today far soo goodgreat quality tip affordable shape coffin like,1.0,1
651636,1,Horrible hair,2022-02-06 16:53:40.595,horrible hair tangle buy,-1.0,0
105931,5,Easy to apply,2022-01-13 02:07:06.527,easy apply buy gift love say easy apply long time,1.0,1
503383,5,This one is really big!,2012-12-08 23:09:34.000,big nice big wellconstructe belt buckle big big cross jean belt loop order latch heck expect,1.0,1
501746,5,Buy it. It Works!,2018-10-18 18:13:41.023,buy work hydrating use oil castor oil oil choice work keep hair moisturize   day hair dry love smell great product,1.0,1
600987,5,Exceptional Tina & Victor,2020-11-30 18:34:41.081,exceptional tina   victor tell tina   victor exceptional store service offer california decor store,1.0,1
346277,5,Longer lashes,2016-08-07 05:09:56.000,long lash love product   take little time not sting   get eye   use   eyebrow   work,1.0,1
120434,5,A cool drink for curls!,2019-09-05 20:47:03.654,cool drink curl perfect daily refresher root love packaging pair oil heavy,1.0,1
484245,3,Too stiff zippers,2018-12-05 23:24:08.014,stiff zipper zipper difficult unzip leave bag open will not struggle zipper,0.0,0
541126,4,Recommend.,2021-01-23 03:03:08.427,recommend good tool easy use little heavy,0.5,1
646494,2,Broke,2022-03-22 22:50:42.852,break break easily,-0.5,0
508951,4,"Pretty cute, but i had to fix the bangs",2022-08-14 04:13:11.325,pretty cute fix bang bang wonky fix issue wig come   hair net,0.5,1
700185,1,Yucky,2022-04-20 23:02:54.765,yucky smell like old lady,-1.0,0
387164,5,Fantastic,2021-01-23 02:15:40.237,fantastic amazing love strong cure super fast,1.0,1
501742,2,disapointing,2016-09-26 22:47:12.000,disapointe thick need wipe   disappointed,-0.5,0
434205,5,Very curly and realistic,2023-02-23 02:35:57.645,curly realistic love hair alot love look enjoy wear recieve alot complement hair,1.0,1
387612,1,One Star,2016-05-13 02:15:38.000,star incorrect product think purchase pattern similar s advertise receive kinky curly look hair instead,-1.0,0
217536,1,One Star,2017-03-17 09:37:13.000,star miss piece,-1.0,0
694575,3,missing items,2020-03-15 02:15:37.893,miss item get roller ball spray bottle,0.0,0
225355,2,Does not have listed fragrance or taste...kinda blah!,2019-05-27 02:19:14.565,list fragrance tastekinda blah purchase caffeinate lip balm call beach ballistic sunny pineapple creamy coconut love posh product excited find discontinued product see go retired line virtually fragrance posh kinda know great fragrance great lip balm not smell taste good perfectly posh correct drop product,-0.5,0
114058,4,Meh!!,2021-10-04 02:23:23.064,meh sure little guy work great people user error guess bc sure not cutcarve desire shape work little well   star bc guess fault fault product,0.5,1
262281,5,Fits old dollar shave club razors,2021-12-05 15:04:53.602,fit old dollar shave club razor move lose original dollar shave club razor stick plenty razor   order work old dollar shave club razor extremely happy,1.0,1
548327,4,Four Stars,2014-10-28 20:08:32.000,star husband love hairspray   hardly find,0.5,1
628736,5,Great asset,2013-09-06 13:17:57.000,great asset buy book move yokosuka november   dogeare beat   comfort arrive provide great idea outing,1.0,1
521432,5,OMGGG,2022-12-15 19:20:19.014,omggg good price look wise not beat,1.0,1
674186,5,I loved it,2022-01-05 06:16:44.510,love great quality worth cost,1.0,1
173498,4,A Bargain for the Money,2019-11-01 18:53:57.747,bargain money work fairly contouring last month not lot product cylinder not complain money quick delivery package purchase,0.5,1
257998,5,Love this makeup case!,2020-02-09 23:45:08.358,love makeup case sturdy spacious fast shipping,1.0,1
645335,5,Five Stars,2018-08-30 04:30:10.136,star perfect,1.0,1
34322,5,Worth it,2021-06-25 06:58:31.079,worth perfect time,1.0,1
99327,5,First time buyer as a gift.We will see how they work .Only used a day,2021-04-17 00:02:54.071,time buyer giftwe work day buy daughtershe start day say okwe workwill update,1.0,1
406978,5,Adorable !,2019-12-28 02:53:20.827,adorable   perfect   comfortable headband,1.0,1
375783,5,Five star,2018-01-25 19:38:54.542,star need gladly reorder soon come available,1.0,1
414272,5,Good for hair growth,2022-03-06 19:36:28.791,good hair growth perfect hair growth,1.0,1
52587,3,Don’t Waste Your Money If You Intend To Color!!!,2021-05-29 02:26:54.463,not waste money intend color hair bleach color lose curl pattern choose beautiful package slight order good conditioning not fix come cute purple bag gift headband   star color issue outside decent hair,0.0,0
89643,2,"the material is perfect, easy to clean but the drawers were not straight",2018-06-22 09:13:27.115,material perfect easy clean drawer straight unfortunately receive defective product good drawer   straight return,-0.5,0
181730,5,The Very Best Top Coat EVER!,2022-03-03 03:15:58.786,good coat love soo buy bottle year wear opi color live rural homestead chore hard hand   nail opi wear day use topcoat opi beautiful   nail stay perfect   day let opi stay long add right sparkle huge improvement pretty nail nice feed chicken sheep cleaning shop   shop feed   farm store,1.0,1
44794,5,Five Stars,2017-01-01 19:29:59.000,star excellent product delivery,1.0,1
635153,1,One Star,2018-04-23 03:40:21.596,star small worth,-1.0,0
541630,4,This gives me natural-looking rosy cheeks!,2015-09-06 01:23:42.000,give naturallooke rosy cheek use daily look like natural rosy cheek last long not feel greasy skin,0.5,1
340310,2,Isn’t worth the money,2020-10-07 15:15:55.360,not worth money not real big stretch poorly,-0.5,0
89043,1,They don’t work,2020-12-25 17:59:57.481,not work barely grasp hair terrible recommend item,-1.0,0
350937,5,Five Stars,2015-02-24 05:13:35.000,star remind childhood look,1.0,1
418260,5,It works the best!,2019-05-23 10:35:12.918,work good product effective pain reliever   fail relief topical product   order time,1.0,1
247082,5,Amazing Eye Wrinkle Cream,2014-10-30 13:35:17.000,amazing eye wrinkle cream love eye cream apply night bed go smooth pleasant scent   week notice skin eye smooth line noticeable,1.0,1
61869,3,Nice smelling scrub.,2017-04-19 12:54:53.000,nice smell scrub get lightning deal glad pay price   instruction leave   minute rinse   possible shower   leave   minute top nice smell   extraordinary,0.0,0
41493,5,For ladies who hate the glue!,2020-04-12 14:41:27.456,lady hate glue fun easy use shaky hand use error proof cute sassy sexy wish offer selection try love,1.0,1
68830,2,Not as depicted,2021-07-12 21:08:03.068,depict video depictedbr tee tree not bad disappointed,-0.5,0
284723,2,Bit of a let down,2019-12-28 19:50:11.112,bit let feel like shampoo weightless clarify actually strip hair,-0.5,0
418598,1,Too thick to twist and hold and why only three rollers/,2022-03-26 19:47:38.621,thick twist hold roller poor return policy,-1.0,0
669267,4,Comfy,2021-01-24 02:00:45.801,comfy comfortable,0.5,1
343231,1,Wasn't useful to me,2022-05-10 01:56:31.536,not useful color state blackbrown receive   brownbrown shade little dark foundation eyebrow look non existent   appear powder cling hair particle extremely light hairless section brow wipe super easy not care   product,-1.0,0
172867,5,Quality Lashes,2021-04-08 03:49:29.054,quality lash lash good bend easy sleep lightweight long thick,1.0,1
223032,5,"My mother's favorite, Jean Nate",2013-12-27 19:38:44.000,mother favorite jean nate nostalgic buy jean nate mother love smell scent remind buy christmas come quickly promise love scent,1.0,1
464370,1,"This come is extremely small,",2017-08-02 22:13:04.481,come extremely small come extremely small ideal child thick hair handle short hard adult use properly,-1.0,0
127320,3,Not a fan.,2020-08-31 18:33:24.043,fan not know way sew matter not look right base stick straight matter situate maybe give   star hair soft color ok wish black instead color,0.0,0
358060,3,Returned to vendor,2015-04-22 21:08:16.000,return vendor turn product applicable model razor   return refund,0.0,0
345528,5,Five Stars,2015-09-03 21:51:22.000,star great protection tattoo,1.0,1
261349,5,It's lash shampoo,2023-01-10 12:41:00.882,lash shampoo work suppose pump work not burn eye,1.0,1
464009,1,Truly a waist of time,2019-09-23 16:41:36.647,truly waist time smell bad begin not strong body slide underarm break crumble melt weirdlybr not waiste time try well disappointed,-1.0,0
438831,3,Three Stars,2015-10-27 06:09:24.000,star dry fairly quickly chip,0.0,0
53216,3,Whoa...,2023-01-11 16:58:29.806,whoa thing take getting not surprised hair catch   twist tie knot video help lot   produce beautiful curl hang good luck,0.0,0
561403,1,Disappointing!,2013-02-01 14:46:44.000,disappointing read interest favorable review shaver person mention electric shaver lifetime blade guess case reviewer not compare product having previous norelco model remington couple braun bit actual experience compete productsbr br year buy second home decide stock vacation home need carry luggage head airport norelco shaver number year   year ago wife buy braun   series shaver difference give smooth close shave chafing discomfort not impressed socalled cleaning system bruan design shaver terrific   year ago battery beloved braun start fail buy new cc braun shaver well gather thing second home ask wife pick braun shaver cc inexpensive product thrifty wife know norelco past pick arcitec shaver salebr br disappointment honest not find distinct positive product let organize thought bitbr br   size   shaver head big hard maneuver tight area upper lip nose require trimmer acceptably closebr   performance   heavy beard find   hour growth limit shaver facial hair allow grow long shaver cut heavy beard shaver simply will not jobbr   clean   head clog quickly shaver cut braun comparison usually week cleaningbr   trimmer   say small awkward position foolish suggest shaver head remove facilitate trim well suggest phillipsnorelco engineer crack well designbr br shaver intermittently year old norelco far well say finally decide order braun amazon,-1.0,0
608104,5,Love this wig,2021-11-05 22:54:25.369,love wig look feel real cut bang pull curl,1.0,1
99986,3,Meh,2020-02-13 16:34:26.592,meh nail pretty definitely not short length like medium   fine adhesive not stick long maybe   day,0.0,0
284693,1,Not very good hair,2021-01-07 23:11:59.833,good hair extension frizzy couple day have point huge knot aware,-1.0,0
476817,5,Great Product,2015-11-25 16:24:07.000,great product go smooth light   dry skin like moisturizer spf   like,1.0,1
161792,5,Great!,2020-07-29 17:16:59.115,great pillow amazing impressed quality strong suction comfortable bathtub make difference packaging awesome bath bomb come wonderful amazing gift,1.0,1
695506,4,Good product!,2020-10-08 15:46:26.861,good product clear shield good product kid,0.5,1
582616,5,Muy bueno,2021-04-25 01:03:30.445,muy bueno está maravilloso visto cambios en mi cabello,1.0,1
304918,5,Good condition,2020-04-12 14:42:34.337,good condition highly recommend help garden pest,1.0,1
156534,1,Expect what you pay for,2020-01-30 01:34:44.277,expect pay small expect,-1.0,0
84429,1,nail failure,2020-07-20 04:43:47.006,nail failure not like fall nail day,-1.0,0
273614,5,New favorite!!,2017-01-20 11:54:10.000,new favorite new favorite   look great smell great great ingredient   bravo,1.0,1
185773,5,It's soap,2021-06-04 15:05:50.944,soap s soap get know cut enjoyable wish ahold easily cause calm cut tell high quality intended use,1.0,1
374451,2,Unsatisfied with product,2021-04-04 20:33:59.144,unsatisfie product poor quality,-0.5,0
549375,5,Beautiful!!! Looks real,2019-07-08 21:03:02.532,beautiful look real love d love real,1.0,1
552013,3,Frizzy curly texture after getting it wet.,2021-09-30 13:46:18.694,frizzy curly texture get wet natural hair straight not blow hair straight wavy frizzy matter frizzy   straighten well feel frizzy,0.0,0
253396,5,Clean braces,2014-02-03 13:28:52.000,clean brace perfect wear brace tough gum job   purchase,1.0,1
204260,2,Offers miniscule support,2013-10-11 17:17:17.000,offer miniscule support look review wonder product boughtbr br metatarsalgia morton toe need arch support foot roll inward put pressure second metatarsal bone additionally toe long wear shoe size big m measure mean builtin arch support far forward foot buy insert small shoe wear mean tend slide aroundbr br good luck asinbpssjo dr scholl hide arch support pair package pack   want quickly wear shoe set sticky inshoe insert take bit time position right wear barefoot slipper housebr br base rave review image appear product wedgeshape push insole foot rotate inward order pair unfortunately arrive sorely disappoint unlike insert luck flat piece gellplastic yes good adhesive generally stay place foot try right place take lot dead skin time peel try make sticky wash let dry not _ support _ fact extra arch offer tiny bit support nearly foot roll not fallen arch find uncomfortable walk   minute provide lump shoe foot start roll thembr br try extra thick version product know flat piece plastic know offer proper support probably provide big lump shoe wedge shape flat shapebr br ve waste   m go spend buy pair insert load shoe will not problem need quickly slip shoe go barefoot have support slipper,-0.5,0
380844,5,PERFECT!!!! BEST BRUSH IVE HAD IN A LONG TIME,2020-10-21 17:03:40.857,perfect good brush ve long time lonnnng thick hair tangled mess day beautiful brush new good friendbr wonderful design easy grip   hard real wood   long bristle able thickness easily   glue actually wood paddle will not fall offbr thank eggbr love love love brushbr oh kid love detangler spray wild crazy tantrum school brush hair,1.0,1
640220,1,Expired,2018-08-31 10:37:29.552,expire look expiration date   montage expire eligible return,-1.0,0
560395,2,Two Stars,2017-10-12 17:15:04.676,star tooth brush thick use want,-0.5,0
190746,5,Brand: TheRang Face Mask,2021-04-06 16:34:30.452,brand therang face mask light weightbr indoor usebr like thesebr arrive quickly,1.0,1
279859,3,Not like the original,2022-02-19 19:02:14.177,like original original micro pedi work well feel small job new battery feel like pull,0.0,0
688899,4,But extra light bulbs Incase the bulb is broken or does not work,2018-09-05 06:15:23.548,extra light bulb incase bulb break work satisfied till bulb break installation lucky buy extra bulb incase,0.5,1
35747,5,It has an amazing scent. It is one of the best colognes I've ever purchased.,2021-02-15 23:39:28.742,amazing scent good cologne ve purchase highly recommend product feel like new person scent exhilarate,1.0,1
28163,5,Feels great!!,2018-08-09 13:15:07.730,feel great dry quickly feel great   product finally find dry skin softener   purchase daughter love lotion   greasy staining clotheswish container   gallon   hand time doctor daughter recommend patient,1.0,1
588489,5,Perfect,2020-10-04 15:32:54.828,perfect great product,1.0,1
680658,5,Love it,2019-02-07 04:06:16.791,love get exactly think,1.0,1
424541,5,Great deal,2021-03-18 03:11:15.262,great deal well dry quick actually work,1.0,1
146391,5,I love it!,2021-01-19 03:12:10.841,love love product take away lot chemical,1.0,1
493639,2,Not worth the price,2021-06-01 05:49:27.982,worth price easily   break,-0.5,0
8864,1,One Star,2018-04-19 19:43:35.878,star body wash smell horrible bag good,-1.0,0
445342,5,"Helps with dry eyes, crusted eyelids and blepharitis",2023-03-17 19:39:54.178,help dry eye crust eyelid blepharitis use night bed time skin routine caution eye help reduce crusty eyelid blepharitis   easy use direction tea tree oil strong smell effective,1.0,1
675249,1,Flimsy,2022-01-14 12:39:07.729,flimsy love idea flimsy pull hair easily daughter like try use   waiste money product unfortunately,-1.0,0
236845,4,It worked well,2020-02-13 19:12:31.794,work great price dry pretty quickly ga e   heat tend fall dryer,0.5,1
418280,5,she was thrilled that I found it and it works great - just like she remembered,2014-12-10 12:02:08.000,thrilled find work great   like remember buy friend not avon anymore discontinuedshe thrill find work great   like remember,1.0,1
614514,5,Oud,2020-08-19 08:59:24.093,oud smell goodoud konk,1.0,1
654077,2,Two Stars,2017-03-18 16:07:34.000,star wipe small m unable use wipe remove makeup eye,-0.5,0
398587,5,Fantastic,2019-06-21 22:18:37.977,fantastic great product continue purchase,1.0,1
197723,3,Hair spray for travel,2014-04-26 13:09:13.000,hair spray travel size great airport   sticky hold away head   guy short arm,0.0,0
185842,2,Apply to thick and chalky,2021-04-18 20:09:12.114,apply thick chalky pretty color   disappoint thick apply happy purchase,-0.5,0
